AKey,Name,Aliases,Affiliation,Country,Website
A1777195,Jiangnan Xia,,,,
A1777265,Su Pan,Pan Su,,,
A1777594,Ariel Rokem,,,,
A1777815,Corey Lynch,,,,
A1777830,Tuan-Anh Hoang-Vu,,,,
A1777832,Oren Bar-Ad,,,,
A1777840,Aibek Musaev,Aibek Musave,University of Alabama,USA,http://aibek.cs.ua.edu/
A1778430,Ashwin Venkataraman,,,,
A1778834,Benyou Zou,,,,
A1778968,Davidlohr Bueso,,,,
A1779153,Yuhui Zheng,,,,
A1779468,Dixin Tang,,,,
A1779480,Yihan Lin,,,,
A1779608,Rick Richardson,,,,
A1779614,Zhenrui Chen,,,,
A1779646,Gary Soeller,,,,
A1779735,Irena Grabovitch-Zuyev,,,,http://www.cs.technion.ac.il/people/siraz/
A1779745,Allen Pope,,,,
A1780076,Shameem Puthiya Parambath,Shameem Ahamed Puthiya Parambath,,,
A1780355,Ivan Kovacek,,,,
A1780452,Alireza Ostovar,,,,
A1780471,Hoda Mehrpouyan,,,,
A1780624,Quanming Yao,,,,
A1781404,Haifeng Jin,,,,
A1781460,Yan Lyu,,,,
A1781517,Roman Holenstein,,,,
A1781534,Tianyou Guo,,,,
A1781583,Manuel Kaufmann,,,,
A1781715,Masoud Seddighin,,,,
A1781937,Mingyang Hu,,,,
A1781944,Mark Toomey,,,,
A1782027,Daren Sun,,,,
A1782266,Hamza Ergezer,,,,
A1782327,Andi Zang,,,,
A1782375,Hongchao Chen,,,,
A1782435,Ajith Muralidharan,,,,
A1782604,Shankha Subhra Chatterjee,Shankha Chatterjee,University of Waterloo,Canada,
A1782814,Yijing Zeng,,,,
A1783068,Clemens Blöchl,,,,
A1783074,Dimitra Papadimitriou,,,,
A1783464,Hengfeng Li,,,,
A1783687,Gefei Li 0002,,Shanghai Jiao Tong University,China,
A1783919,Yukun Zhao,,,,
A1784174,Xingli Yang,,,,
A1784323,Tianyu Kang,,,,
A1784643,Yuwei Liu,,,,
A1784843,Saif Al-Harthi,,,,
A1784857,Dong-Hua Wang,,,,
A1785417,Nusrat Sultana,,,,
A1785566,Siti Aminah,,,,
A1785604,Unaiza Ahsan,,,,
A1785680,Ze Yang,,,,
A1785948,Maya Israel,,,,
A1785963,Xueyu Mao 0001,,The University of Texas at Austin,USA,http://www.cs.utexas.edu/~xmao/
A1785967,Inci M. Baytas,,,,
A1786110,Peixin Gao,,,,
A1786111,Conglong Li,,,,
A1786360,Özge Sürer,,,,
A1786767,Vasileios Zois,,,,
A1786769,Elif S. Bayrak,Elif Seyma Bayrak,,,
A1787176,Vasilis Ntranos,,,,
A1787954,Artur Trindade,,,,
A1787955,Mamoon Raja,,,,
A1787966,Zhou Shao,,,,
A1787998,Vikash V. Gayah,,,,
A1788313,Yangyang Guo,,,,
A1789812,Rita Osadchy,,,,
A1789911,Yeachan Kim,,,,
A1789941,Sujaya Maiyya,,,,
A1790011,Feichao Shi,,,,
A1790214,Manasa Jammi,,,,
A1790409,Christian Aebeloe,,,,
A1790424,Camille Chanial,,,,
A1790605,Fotis Savva,,,,
A1790624,Weiteng Chen,,,,
A1790674,Zhiyu Shui,,,,
A1790710,Demai Ni,,,,
A1790767,Shuli Jiang,,,,
A1790843,Nafisa Anzum,,,,
A1790890,Samuel Moseley,,,,
A1790945,Kuen Ching,,,,
A1791040,Hongchao Yu,,,,
A1791131,Qiaojing Xie,,,,
A1791230,Nikolaos Karmiris,,,,
A1791469,Yahui Tian,,,,
A1791507,Paul Murley,,,,
A1791569,Jacques Hebert,,,,
A1791591,Efrat Abramovitz,,,,
A1791889,Xiafei Qiu,,,,
A1792150,Dheren Gala,,,,
A1792161,Mohammed Khwaja,,,,
A1792497,Qitian Wu,,,,
A1792621,Kamini Jagtiani,,,,
A1792666,Siyuan Sheng,,,,
A1792923,Jacky Lao,,,,
A1793395,Rudi Poepsel Lemaitre,,,,
A1793537,Ningting Pan,,,,
A1793759,Zhiyue Wu,,,,
A1793826,Chaoqi Yang,,,,
A1793872,Rajdeep Talapatra,,,,
A1794157,Orkan Özyurt,,,,
A1794291,Hans Behrens,Hans Walter Behrens,,,
A1794343,Joseph Antonakakis,,,,
A1794439,Deepak Maram,,,,
A1794490,Jiaxun Cai,,,,
A1794590,John Macmillan,,,,
A1794672,Gaole He,,,,
A1794677,Ashish Gadkari,,,,
A1794841,Alex Petrov,,,,
A1794922,Cédric Lespagnol,,,,
A1795144,Palaniappan Nagarajan,,,,
A1795287,Gaoxiang Xu,,,,
A1795522,Meltem Celikel,,,,
A1795836,Anis Troudi,,,,
A1795844,Ariel Jarovsky,,,,
A1795867,Simeng Wu,,,,
A1795910,Paul Gerver,,,,
A1796045,Lars-Christian Schulz,,,,
A1796057,Andreas Grafberger,,,,
A1796235,Anurag Biyani,,,,
A1796283,Devin Conathan,,,,
A1796298,Xiangkun Hu,,,,
A1796516,Zhan-Feng Ma,,,,
A1796537,Shengliang Lu,,,,
A1796758,Minh-Huong Le Nguyen,,,,
A1796827,Sangdi Lin,,,,
A1796954,Suraj Jog,,,,
A1796994,Rédouane Dziri,,,,
A1797144,David Yan,,,,
A1797150,Andrew Harn,,,,
A1797151,Zesheng Wang,,,,
A1797197,Wubin Cen,,,,
A1797379,Olivier Ruas,,,,
A1797404,Chunfeng Pei,,,,
A1797490,Marshall Carter,,,,
A1797502,Sagar Verma,,,,
A1797559,Paul Luh,,,,
A1797592,Zhenlong Zhu,,,,
A1798059,Le Jia,,,,
A1798136,Bahareh Azarnoush,,,,
A1798201,Zikun Hu,,,,
A1798333,Tomer Haimovich,,,,
A1798446,Colin Zheng,,,,
A1798626,Xuejiao Yang,,,,
A1798743,Noor Mubeen,,,,
A1798800,Michael Brendle,,,,
A1798831,Anqun Pan,,,,
A1798895,Pepa Atanasova,,,,
A1799042,Buwen Wu,,,,
A1799080,Tri Kurniawan Wijaya,,,,
A1799095,Samuel Kortum,,,,
A1799184,Daniel Bokser,,,,
A1799295,Xiaxia Wang,,,,
A1799323,Xiangyao Yu,,,,
A1799405,Shuchi Grover,,,,
A1799483,Stephan Kühnel,,,,
A1799554,Christopher Sprigman,Christopher Jon Sprigman,,,
A1799675,Alexandre Fréchette,,,,
A1799698,Johannes Schildgen,,Kaiserslautern University of Technology,Germany,http://wwwlgis.informatik.uni-kl.de/cms/?id=554
A1799766,Wolf Rödiger,,,,
A1800029,Vijay Ingalalli,,,,
A1800361,Peter M. Fischer 0002,,Institute for the German Language,Germany,http://www.ids-mannheim.de/direktion/personal/fischerpeter.html
A1800578,Mohammed Al-Dhelaan,,,,
A1800708,Llio Humphreys,,,,
A1800725,Chen Ma,,,,
A1800731,Matthew F. Der,,,,
A1800751,Biju Sayed,,,,
A1800885,Mark Bun,,,,
A1800995,Eric Goldman,,,,
A1801060,Frank Pasquale,,,,
A1801104,Piyush Arora,,,,
A1801133,Georgios Askalidis,,,,
A1801188,Lydie Soler,,,,
A1801467,Rebecca L. Kinney,,,,
A1801770,Gal Oshri,,,,
A1801820,Adam Thierer,,,,
A1801949,Denice Ward Hood,,,,
A1802091,Ana Aizcorbe,,,,
A1802096,Slaven Brumec,,,,
A1802137,Sanae Rosen,,,,
A1802229,Dominica McBride,,,,
A1802336,Charles Paperman,,,,
A1802429,Xin Dong,,,,
A1802550,Cédric Lagnier,,,,
A1802592,Oliver Keyes,,,,
A1802671,Moch Arif Bijaksana,,,,
A1802791,Wenjie Feng,,,,
A1803001,Lingxun Meng,,,,
A1803054,Adam Bates 0001,Adam M. Bates,University of Illinois at Urbana Champaign,USA,http://adambates.org/
A1803065,Suranga Seneviratne,,,,
A1803071,Nabil Adam,,,,
A1803133,Brett Vintch,,,,
A1803173,Shashank Srivastava,,,,
A1803527,Isabel Valera,,,,
A1803863,Arash Fard,,,,
A1803945,Harish G. Ramaswamy,,,,
A1803968,Ben London,,,,
A1804048,Sahisnu Mazumder,,,,
A1804058,Eric Stone,,,,
A1804098,Pingping Wu,,,,
A1804162,David Weintrop,,,,
A1804422,Mark Kibanov,,,,
A1804424,Daniel Preotiuc-Pietro,,,,
A1804654,Gonçalo Simões,,,,
A1804699,Weiyi Xia,,,,
A1804759,Susan Martin,,,,
A1804843,Kenneth Joseph,,,,
A1804880,Irina Calciu,,,,
A1804950,Zhensong Qian,,,,
A1805051,Ruhsary Rexit,,,,
A1805077,Biru Cui,,,,
A1805088,Léa Laporte,,,,
A1805123,Drew Margolin,,,,
A1805334,Guanbin Li,,,,
A1805349,Oren Anava,,,,
A1805515,Vatsal Sharan,,,,
A1805603,Barbara Ericson,Barbara J. Ericson,,,
A1805906,Dixin Luo,,,,
A1805919,Panagiotis Garefalakis,,,,
A1805922,Thibaut Horel,,,,
A1805986,Soonho Jang,,,,
A1806181,Dongyoung Koo,,,,https://orcid.org/0000-0003-3283-5494
A1806252,Jian Peng,,,,
A1806370,Yujie Lin,,,,
A1806562,George Trimponias,Georgios Trimponias,,,
A1806616,Aaron Schein,,,,
A1806703,YoungHoon Jung,,,,
A1807047,Rana Ali Amjad,,,,
A1807065,Liangyue Li,,,,
A1807082,Ee Na Teoh,,,,
A1807236,Lida Abdi,,,,
A1807428,Wendy M. DuBow,,,,
A1807453,Sahawut Wesaratchakit,,,,
A1807458,Kira Griffitt,,,,
A1807590,Pierre-Louis Roman,,,,
A1807983,Jianqiu Ji,,,,
A1808018,Unni Pillai,,,,
A1809010,Fangying Chen,,,,
A1809024,Hyewon Choi,,,,
A1809042,Shao-Heng Ko,,,,
A1809189,Zhenmiao Zhang,,,,
A1809311,Sanjeev Katariya,,,,
A1809384,Prashanth Purnananda,,,,
A1809690,Charles Masson,,,,
A1809842,Neil Mckay,,,,
A1810224,Vivek Kandiyanallur,,,,
A1810459,Runshi Liu,,,,
A1810727,Nikita Mikhaylin,,,,
A1810830,Chaitanya Gottipati,,,,
A1810871,Zhushi Cheng,,,,
A1810954,Zixian Huang,,,,
A1810960,Xiaoqiang Peng,,,,
A1810969,Jee E. Rim,,,,
A1811000,Valérie Siroux,,,,
A1811043,Allen Ordookhanians,,,,
A1811102,Priyam Dutta,,,,
A1811117,Rajesh Almeida,,,,
A1811237,Robin Papke,,,,
A1811264,En Liang Xu,,,,
A1811363,Aniket Mokashi,,,,
A1811686,Jinfu Deng,,,,
A1811728,Adrian Nicoara,,,,
A1812041,Girish Mittur Venkataramanappa,,,,
A1812343,Spencer Bryson,,,,
A1812532,Lvyin Niu,,,,
A1812554,Tran Bui,,,,
A1812786,Felice Antonio Merra,,,,
A1812815,Khaled Zaouk,,,,
A1813082,Evgeny Marants,,,,
A1813139,Xuwu Wang,,,,
A1813294,Geoffrey Kao,,,,
A1813324,Hongyun Cai,,,,
A1813352,Brett Elliott,,,,
A1813501,Magdalena Trzeciak,,,,
A1813536,Raghavendra Thallam Kodandaramaih,,,,
A1813578,Yuang Wei,,,,
A1813833,Adil Akhter,,,,
A1813962,Jean-Christian Borel,,,,
A1814084,Runhui Wang,,,,
A1814088,Stephan Goldberg,,,,
A1814127,Sarika Iyer,,,,
A1814701,Hong Chinh Tran,,,,
A1814751,Tess Avitabile,,,,
A1814765,Shifu Li,,,,
A1814808,Zijue Li,,,,
A1815092,Han Xueran,,,,
A1815248,Kathy Razmadze,,,,
A1815284,Ott Tinn,,,,
A1815391,Yujian Xu,,,,
A1815484,Nadezda Knorozova,,,,
A1815578,Santosh Pendap,,,,
A1815580,Arsala Bangash,,,,
A1815606,Adrian-Leonard Radu,,,,
A1815734,Lucas Rebscher,,,,
A1815911,Chenghao Lyu,,,,
A1816002,Chaoqun Zhan,,,,
A1816017,Adrian Coyler,,,,
A1816028,Michael J. Whittaker,,,,
A1816073,Tony Xu,,,,
A1816088,Justus Hibshman,,,,
A1816160,Sasikanth Gottapu,,,,
A1816381,Eduard Tyantov,,,,
A1816443,Joris Nix,,,,
A1816534,Andrei Boiarov,,,,
A1816679,Lukas Berg,,,,
A1816761,Hung-Ching Lee,,,,
A1816947,Zeyuan Tan,,,,
A1816951,Ian Maxon,,,,
A1817322,Murtadha Al Hubail,,,,
A1817379,Falco Dürsch,,,,
A1817480,Xuanhe Zhou,,,,
A1817730,Katrina Ward,,,,
A1817987,Guodong Jin,,,,
A1818247,Guandong Sun,,,,
A1818349,Gordon Edall,,,,
A1818393,Tung Kieu,,,,
A1818491,Mir Imtiaz Mostafiz,,,,
A1818903,Mohiuddin Abdul Qader,,,,
A1819185,Veranika Liaukevich,,,,
A1819255,Linda P. Thurston,,,,
A1819284,Xinzuo Wang,,,,
A1819376,Luke Wagner,,,,
A1819623,Gary Silverstein,,,,
A1819691,Leslie Goodyear,,,,
A1819748,Tasmin Chowdhury,,,,
A1820278,Dimitrije Jankov,,,,
A1820873,Stéphane Kersuzan,,,,
A1821054,Anika Tabassum,,,,
A1821244,Lanting Fang,,,,
A1821284,François Bouissiere,François Bouissière,,,
A1821478,Vojislav V. Mitic,,,,
A1821686,Sorana Tania Nemes,,,,
A1821708,Hanyu Yang,,,,
A1822526,Mingxin Zheng,,,,
A1822862,S. M. Farabi Mahmud,,,,
A1822875,Pierre-Eric Dereux,,,,
A1823033,Claude Cuiller,,,,
A1823208,Jianing Sun,,,,
A1823283,Christos Koutras,,,,
A1824137,Ana León Palacio,,,,
A1824264,Christian Gorenflo,,,,
A1824712,Majd Abdo,,,,
A1824897,Jimena Royo-Letelier,,,,
A1824932,Mario Almagro-Cádiz,Mario Almagro 0001,Universidad Nacional de Educación a Distancia,Spain,https://orcid.org/0000-0003-4339-2959
A1824996,Jialin Qiao,,,,
A1825188,Kacper Sokol,,,,
A1825193,Gustavo de P. Avelar,,,,
A1825328,Tuan-Anh Pham,,,,
A1825903,Ibrahim Dellal,,,,
A1826114,Constantin Pohl,,,,
A1826364,Ziyad AlGhamdi,,,,
A1826396,Sourav Sikdar,,,,
A1826411,Prashnna K. Gyawali,Prashnna Kumar Gyawali,,,
A1826435,Marco Ponza,,,,
A1826922,Simon Leimkühler,,,,
A1827001,Hyunhwan Lee,,,,
A1827069,Miquel Perelló-Nieto,,,,
A1827133,Meraj Ahmed Khan,,,,
A1827136,Krithika Manohar,,,,
A1827163,Huiwen Liu,,,,
A1827238,Christoph Hube,,,,
A1827254,Achille Aknin,,,,
A1827266,Rongjie Cai,,,,
A1827273,Chien Nguyen Dang,,,,
A1827279,Lawrence David,,,,
A1827280,Erman Yafay,,,,
A1827316,Fengchao Peng,,,,
A1827351,Maria-Luiza Vladarean,,,,
A1827451,Wutao Lin,,,,
A1827455,Jonthan Litz,,,,
A1827512,Adi Lin,,,,
A1827551,Frederik Schöll,,,,
A1827711,Aman Ahuja,,,,
A1827906,Keyu Yang,,,,
A1827919,Avi Feller,,,,
A1827951,Xinhe Geng,,,,
A1827989,Benjamin Schelling,,,,
A1828096,Christian Frey,,,,
A1828129,Kun Kuang,,,,
A1828133,Jingci Ming,,,,
A1828485,Yongshun Gong,,,,
A1828577,Xiangyu Ke,,,,
A1828587,Janis Kalofolias,,,,
A1828768,Balasubramaniam Thirunavukarasu,,,,
A1828837,Dipendra Jha,,,,
A1829070,Clément Lesaege,,,,
A1829123,Nirupama Chandrasekaran,,,,
A1829184,Tunzi Tan,,,,
A1829219,Jignesh Parmar,,,,
A1829313,Yuanxing Zhang,,,,
A1829344,Carsten Strunk,,,,
A1829357,Tianshu Lyu,,,,
A1829510,Guangde Chen,,,,
A1829513,Zhen-Chuan Huang,,,,
A1829678,James Gerber,,,,
A1829780,Faezeh Sadat Gohari,,,,
A1829796,Christos Kalyvas,,,,
A1829815,Cliz Sun,,,,
A1829861,Martin Ritzert,,,,
A1829905,Kimberly Carlson,,,,
A1829917,Jiao Su,,,,
A1829958,Zihao Zhu,,,,
A1829981,Ahmed Anes Bendimerad,Anes Bendimerad,,,
A1830006,Yifei Ding,,,,
A1830109,Robin Singh Bhadoria,,,,
A1830120,Weitao Duan,,,,
A1830252,Doogie Lee,,,,
A1830257,Ruihao Zhao,,,,
A1830291,Qianlong Wang,,,,
A1830306,Hongjie Lin,,,,
A1830328,Kwun Ping Lai,,,,
A1830358,Xueyang Wu 0001,,Hong Kong University of Science and Technology,Hong Kong,
A1830519,Ios Kotsogiannis,,,,
A1830583,Zhengshen Jiang,,,,
A1830627,Albert Arockiasamy,,,,
A1830702,Parisa Kaghazgaran,,,,
A1830801,Emmanouil Mentzakis,,,,
A1830887,Ali Arabzadeh,,,,
A1830962,Furkan Kocayusufoglu,,,,
A1830987,Jérémie Rappaz,,,,
A1830988,Mimpei Morishita,,,,
A1831073,Ming-Han Feng,,,,
A1831236,Won Gi Choi,,,,
A1831395,Shaurya Rohatgi,,,,
A1831577,Pingcheng Ruan,,,,
A1831592,Jamie Zeitzer,,,,
A1831616,Sorour E. Amiri,,,,
A1831761,Tyler J. Skluzacek,,,,
A1831938,Amir Alipour-Fanid,,,,
A1831956,Mingju Sun,,,,
A1832007,Christopher Wolverton,Chris Wolverton,,,
A1832022,Mohamed Megahed,,,,
A1832107,Yandi Li,,,,
A1832201,Baolin Guo,,,,
A1832238,Martin Perdacher,,,,
A1832249,Yibo Yan,,,,
A1832251,Dickson Chow,,,,
A1832387,Yunjian Zhao,,,,
A1832419,Zhuoyi Wang,,,,
A1832555,Mahesh P. Singh,,,,
A1832622,Changchang Yin,,,,
A1832790,Nader Shakibay Senobari,,,,
A1832844,Sangho Suh,,,,
A1832859,Tal Zaccai,,,,
A1833050,Linchuan Xu,,,,
A1833152,Shilei Cao 0001,,Tencent,China,https://github.com/elias-1
A1833154,Aurélien Bach,,,,
A1833262,Kun-Yu Lin,,,,
A1833308,Federico Tomasi,,,,
A1833340,Borislav Mavrin,,,,
A1833370,Chongyang Tao,,,,
A1833371,Harrisen Scells,,,,
A1833381,Mengting Zhan,,,,
A1833486,Chenchen Xu,,,,
A1833491,Yuyang Ye,,,,
A1833508,Aziz Huq,,,,
A1833582,Yuji Mo,,,,
A1833685,Dominik Mautz,,,,
A1833745,Gagangeet Singh Aujla,,,,https://orcid.org/0000-0002-2870-8938
A1833936,Zhongxia Chen,,,,
A1833979,Hongya Song,,,,
A1834038,Shahroz Tariq,,,,
A1834076,Nguyen Ho,,,,
A1834132,Banu Akar,,,,
A1834214,Ruoyan Kong,,,,
A1834232,Ali Zonoozi,,,,
A1834305,Hao-Yi Chih,,,,
A1834308,Niranjan Jadhav,,,,
A1834316,Xiaojie Feng,,,,
A1834330,Stathis Maroulis,,,,
A1834378,Hilik Berezin,,,,
A1834424,Mayur Patidar,,,,
A1834511,Gregor Hollmig,,,,
A1834633,Wen-Yueh Shih,,,,
A1835048,Chenguang Qin,,,,
A1835078,Jinuk Park,,,,
A1835132,Matthew Ryan Mitsui,,,,
A1835167,Ruihua Cheng,,,,
A1835266,Lingtong Liu,,,,
A1835382,Sosuke Kato,,,,
A1835715,Jan R. Benetka,,,,
A1835909,Hsu-Chao Lai,,,,
A1835949,Dheepikaa Natarajan,,,,
A1836226,Kuang Du,,,,
A1836242,Woojeong Jin,,,,
A1836482,Yichen Feng,,,,
A1836902,Qihao Shi,,,,
A1837162,Yuze Lou,,,,
A1837467,Yongjian Zhong,,,,
A1837540,Rahul Kuchhal,,,,
A1837676,Ranzhen Li,,,,
A1837732,Gary Bust,,,,
A1837898,Carlos Quijada-Fuentes,,,,
A1837934,Russell Reas,,,,
A1838200,Simon Enni,,,,
A1838201,Rob Barton,,,,
A1838495,Zuoyou Fu,,,,
A1838496,Gavin Kijkul,,,,
A1838775,Jyothi Keshavan Vinjumur,,,,
A1838867,Juyang Jiang,,,,
A1838932,Javier Echauz,,,,
A1839027,J. Weston Hughes,,,,
A1839143,Jim Kinter,,,,
A1839331,Michal S. Gal,,,,
A1840020,Rob Malkin,,,,
A1840187,Xuyuanyu Zhang,,,,
A1840286,Kunpeng Ning,,,,
A1840425,Yimin Zheng,,,,
A1840501,Philippe Chatigny,,,,
A1840548,Nitish Uplavikar,,,,
A1840659,Manon Romain,,,,
A1840801,Benjamin Pullman,,,,
A1840910,Corey Zumar,,,,
A1841039,Mazher Mohammed,,,,
A1841092,Olivier Jeunen,,,,
A1841370,Ramaseshan C. Vijay,,,,
A1841393,Sethu Raman,,,,
A1841394,Zikai Guo,,,,
A1841529,Tianxiang Zhao,,,,
A1841698,Daniel Rodriguez,,,,
A1841778,Rosni Lumbantoruan,,,,
A1841854,Weonyoung Joo,,,,
A1841952,Yi-Hsun Liu,,,,
A1842004,Kai-Ming Ting,,,,
A1842103,Weihao Song,,,,
A1842282,Bjørnar Vassøy,,,,
A1842511,Shima Imani,,,,
A1842642,Si-Yu Ding,,,,
A1842853,Sergio Orenga-Roglá,,,,
A1843164,Zheyi Zhu,,,,
A1843210,Yuanhao Xiong,,,,
A1843278,Yang Pian,,,,
A1843332,Jessie Frazelle,,,,
A1843451,Leornado Cotta,,,,
A1843519,Ritika Pandey,,,,
A1843655,Jialiang Pei,,,,
A1843674,Zhi-Yu Shen,,,,
A1843695,Jingyi Qing,,,,
A1843705,Yuanqiang Liu,,,,
A1843758,Shuyang Shi,,,,
A1844028,Mirai Takayanagi,,,,
A1844287,Laura Symul,,,,
A1844302,Steve Ash,,,,
A1844398,Zhengtao Wu,,,,
A1844495,Borja Freire,,,,
A1844671,Jean-Marc Patenaude,,,,
A1844760,Zhihe Qu,,,,
A1844820,Daniel A. Galron,,,,
A1844946,Filip Jankovic,,,,
A1845276,Ruben Baumer,,,,
A1845440,De Liao,,,,
A1845463,Jionghao Lin,,,,
A1845801,Tuan Tran 0002,Anh Tuan Tran 0002,University of Hanover,Germany,https://scholar.google.com/citations?user=jk2BlO4AAAAJ
A1846014,Zihan Tan,,,,
A1846037,Jessica Hwang,,,,
A1846080,Georgios Balikas,,,,
A1846128,Douglas Santry,,,,
A1846292,Grant Ho,,,,
A1846347,Adam Tsakalidis,,,,
A1846352,Xuanchong Li,,,,
A1846362,Polina Rozenshtein,,,,
A1846383,Yangtao Wang,,,,
A1846472,Tongliang Liu,,,,https://orcid.org/0000-0002-9640-6472
A1846539,Cong Quan,,,,
A1846548,Amir Zadeh 0001,AmirAli Bagher Zadeh,Carnegie Mellon University,USA,
A1846602,Stefano Cresci,,,,https://orcid.org/0000-0003-0170-2445
A1846663,Chenyi Lei,,,,
A1846694,Bastian Köpcke,,,,
A1846710,Kyle Kingsbury,,,,
A1846759,Jishi Qu,,,,
A1846791,Elkhan Dadashov,,,,
A1847000,Harald Lang,,,,
A1847170,Antonia Saravanou,,,,
A1847410,Tim Grube,,,,
A1847437,Daiping Liu,,,,
A1847501,Emre Eftelioglu,,,,
A1847513,Adam Witkowski,,,,
A1847566,Meilian Lu,,,,
A1847581,Jan-Willem Bullee,,,,
A1847600,Yan Liu,,,,
A1847639,Chaowei Xiao,,,,
A1847683,Fangfang Tan,,,,
A1847710,Dai Qin,Mike Dai Qin,University of Toronto,Canada,http://www.csl.toronto.edu/~mike/
A1847721,Luca Rubini,,,,
A1847752,Giuseppe Marra,,,,
A1848032,Navid Rekabsaz,,,,
A1848065,Shubhra Kanti Karmaker Santu,,,,
A1848083,Martin G. Dixon,,,,
A1848131,Thomas Mahoney,,,,
A1848243,David Adrian,,,,
A1848259,Alykhan Tejani,,,,
A1848289,Zhirun Liu,,,,
A1848292,Mengdi Huai,,,,
A1848301,Mohammad-Ali Rostami,M. Ali Rostami,University of Leipzig,Germany,https://dbs.uni-leipzig.de/person/mohammad_ali_rostami
A1848360,G. V. Ovchinnikov,George V. Ovchinnikov:Grigory V. Ovchinnikov,,,
A1848427,Andrea Arteaga,,,,
A1848552,Manmeet Singh,,,,
A1848581,Hongyuan You,,,,
A1848644,Scott E. Crouter,,,,
A1848649,Denis Lukovnikov,,,,
A1848781,Xiaofeng Zou,,,,
A1848789,Suining He,,,,https://orcid.org/0000-0003-1913-6808
A1848937,Kleomenis Katevas,,,,
A1848948,Bastian Hagedorn,,,,
A1848978,Michael Simpson,,,,
A1848992,Mauro Coletto,,,,https://orcid.org/0000-0002-2852-8371
A1849098,Jun-Wei Bao,,,,
A1849128,Mingmin Zhao,,,,
A1849169,Salil Joshi 0003,,IBM,USA,
A1849173,Homin Park,,,,
A1849194,Pantelis Agathangelou,,,,
A1849216,Zhangling Wu,,,,
A1849246,Martin Rehberger,,,,
A1849367,Zekun Li,,,,
A1849395,Hamed Zamani,,,,
A1849440,Johannes Dahse,,,,
A1849602,Mauro Scanagatta,,,,
A1849648,Md Zia Ullah,,,,
A1849730,Emmanouil Alimpertis,,,,
A1850201,Itamar Pipman,,,,
A1850202,Nawal Benabbou,,,,
A1850302,John L. Sapp,,,,
A1850317,Felix Gessert,,,,
A1850401,Jovan Varga,,,,
A1850511,Giuseppe Settanni,,,,
A1850589,Vasileios Theodorou,,,,
A1850604,Cory Thoma,,,,
A1850796,Chu Guan,,,,
A1850811,SiLi Hui,,,,
A1850851,Jacob Maskiewicz,,,,
A1850878,Koki Nagatani,,,,
A1851091,Marcus Dees,,,,
A1851112,Amey Desai,,,,
A1851182,Zhichen Zhao,,,,
A1851299,Amina Kadry,,,,
A1851300,Xiaohu Cheng,,,,
A1851343,Hongzi Mao,,,,
A1851380,Eva Hoos,,,,
A1851446,Aldo Lipani,,,,
A1851609,Bo-Wen Zhang,,,,
A1851746,Prasha Shrestha,,,,
A1851758,Tobias Christiani,,,,
A1851822,Margareta Ciglic,,,,
A1851868,Binbin Hu,,,,
A1851891,Yanan Bao,,,,
A1851965,Sidharth Mudgal,,,,
A1851968,Zhenxing Xu,,,,
A1852155,Ethan R. Elenberg,,University of Texas at Austin,USA,
A1852248,Justin Wang,,,,
A1852250,Chung Hun Baek,,,,
A1852371,Kiril Panev,,University of Kaiserslautern,Germany,http://dbis.informatik.uni-kl.de/index.php/en/people/kiril-panev
A1852428,Pedro H. Piccoli Richetti,Pedro Henrique Piccoli Richetti,,,
A1852434,Xavier Oriol,,,,
A1852447,Matteo Ruggero Ronchi,,,,
A1852617,Jonathan Whittinghill,,,,
A1852643,Adrian Godde,,,,
A1852688,Luke Muehlhauser,,,,
A1853070,Haolan Chen,,,,
A1853085,Jon P. Daries,,,,
A1853127,Dong Qin,,,,
A1853163,Samira Abnar,,,,
A1853181,Yilin Zhu,,,,
A1853298,Leila Bahri,,,,https://orcid.org/0000-0002-7520-9664
A1853311,Elise M. Young,,,,
A1853353,Xiao-Ping Cui,,,,
A1853439,Xiyu Yang,,,,
A1853658,Ren-Jieh Kuo,,,,
A1853661,Guohao Sun,,,,
A1853768,Jyoti Leeka,,,,
A1853770,Richard Mrasek,,,,
A1853848,S. S. Chen,,,,
A1853899,Patrick Schulze,,,,
A1854063,Bedour Alrayes,,,,
A1854100,Manuel Bravo,,,,
A1854136,Desamparados Blazquez,,,,
A1854143,Sofya Vorotnikova,,,,
A1854224,Suraj Maharjan,,,,
A1854269,Leiquan Wang,,,,https://orcid.org/0000-0003-4314-0030
A1854404,Chengzhang Zhu,,,,
A1854420,Payam Karisani,,,,
A1854526,Adam Sealfon,,,,
A1854655,Changyin Luo,,,,
A1854689,J. Ian Munro,,University of Waterloo,Canada,http://db.uwaterloo.ca/~imunro/
A1854699,Trevor N. Mudge,,University of Michigan,USA,http://www.eecs.umich.edu/~tnm/
A1854709,Michael Meier 0002,,University of Freiburg,Germany,http://dbis.informatik.uni-freiburg.de/index.php?person=meierm
A1854711,Bertrand Meyer 0001,,ETH Zurich,Switzerland,http://bertrandmeyer.com/
A1854721,Michele Missikoff,,National Research Council,Italy,http://www.iasi.cnr.it/iasi/personnel/missikoff.html
A1854722,Maurizio Marchese,,,,http://www.science.unitn.it/~marchese/
A1854724,Mirjam Minor,,Goethe University of Frankfurt,Germany,http://www.wi.informatik.uni-frankfurt.de/index.php?Itemid=494
A1854735,Patrick D. McDaniel,Patrick Drew McDaniel,Pennsylvania State University,USA,http://www.patrickmcdaniel.org/
